dz_2021_code,type,catholic,presbyterian_church_in_ireland,church_of_ireland,methodist_church_in_ireland,other_christian_including_christian_related,other_religions,no_religion,religion_not_stated
N20001720,NI data zone,155,343,67,2,95,0,86,3
N20001721,NI data zone,199,164,70,7,41,3,69,8
N20001722,NI data zone,381,204,62,2,63,1,58,4
N20001723,NI data zone,189,220,89,7,68,4,94,4
N20001724,NI data zone,501,8,1,1,1,1,37,4
N20001725,NI data zone,393,111,18,1,27,0,26,0
N20001726,NI data zone,187,280,32,0,38,1,71,7
N20001727,NI data zone,332,144,30,0,36,0,41,2
N20001728,NI data zone,285,19,3,0,8,2,22,2
N20001729,NI data zone,545,56,25,1,23,10,71,9
N20001730,NI data zone,76,119,13,8,42,0,27,4
N20001731,NI data zone,380,183,30,0,30,5,26,9
N20002287,NI data zone,206,111,64,25,25,0,99,1
N20002288,NI data zone,745,11,22,1,10,1,95,6
N20002289,NI data zone,501,174,55,7,33,0,79,55
N20002290,NI data zone,411,8,5,6,9,0,43,2
N20002291,NI data zone,284,18,18,1,6,0,55,2
N20002292,NI data zone,609,6,9,5,4,0,42,5
N20002293,NI data zone,322,37,39,11,24,11,66,2
N20002294,NI data zone,177,93,115,22,35,0,65,6
N20002295,NI data zone,352,21,69,13,37,4,115,13
N20002296,NI data zone,245,85,148,18,63,6,154,1
N20002297,NI data zone,205,66,124,16,46,0,107,8
N20002298,NI data zone,103,121,95,18,46,2,76,6
N20002299,NI data zone,196,60,106,19,52,3,57,10
N20002300,NI data zone,136,80,138,26,46,2,154,1
N20002301,NI data zone,37,82,83,41,36,4,48,2
N20002302,NI data zone,68,130,97,22,57,6,85,4
N20002303,NI data zone,123,64,101,38,71,0,152,5
N20002304,NI data zone,55,71,105,18,43,1,85,2
N20002306,NI data zone,285,49,51,15,28,7,149,1
N20002308,NI data zone,259,39,37,14,20,4,117,7
N20002309,NI data zone,247,70,64,5,40,4,130,6
N20002310,NI data zone,338,115,95,29,77,18,107,2
N20002311,NI data zone,67,91,103,26,70,1,67,2
N20002312,NI data zone,235,71,71,31,42,7,122,4
N20002313,NI data zone,44,144,150,27,46,2,116,2
N20002314,NI data zone,38,51,73,17,34,11,76,2
N20002315,NI data zone,50,86,99,28,47,3,120,1
N20002316,NI data zone,31,79,89,19,30,6,74,3
N20002317,NI data zone,94,107,170,35,61,5,118,5
N20002318,NI data zone,250,127,114,39,59,12,83,156
N20002319,NI data zone,121,82,232,32,91,2,170,6
N20002320,NI data zone,78,134,182,23,103,7,216,5
N20002321,NI data zone,40,120,93,24,115,4,161,2
N20002322,NI data zone,35,101,188,51,91,11,155,10
N20002323,NI data zone,46,105,159,35,92,15,166,5
N20002324,NI data zone,52,133,226,50,84,8,105,9
N20002325,NI data zone,34,102,146,51,64,10,144,6
N20002327,NI data zone,39,94,87,33,42,6,66,2
N20002328,NI data zone,38,101,124,31,48,7,129,0
N20002329,NI data zone,34,158,153,33,78,0,197,4
N20002332,NI data zone,28,149,169,26,56,9,187,5
N20002334,NI data zone,57,192,175,24,67,6,185,3
N20002335,NI data zone,83,95,76,12,35,3,144,17
N20002336,NI data zone,114,104,144,48,71,10,158,1
N20002341,NI data zone,68,117,100,32,54,6,142,14
N20002342,NI data zone,113,63,78,18,39,9,176,4
N20002344,NI data zone,128,89,128,28,58,8,171,4
N20002349,NI data zone,150,93,81,23,99,9,198,4
N20002351,NI data zone,190,57,78,15,61,29,237,4
N20002364,NI data zone,185,44,64,4,40,9,106,16
N20002548,NI data zone,134,317,18,8,86,1,80,7
N20002549,NI data zone,27,243,44,47,102,10,73,15
N20002550,NI data zone,94,268,28,25,115,0,60,2
N20002551,NI data zone,18,159,41,33,90,4,70,4
N20002552,NI data zone,170,179,29,3,30,2,34,10
N20002553,NI data zone,167,138,26,4,35,0,60,4
N20002554,NI data zone,8,147,38,30,42,6,71,12
N20002555,NI data zone,22,228,26,33,112,4,80,6
N20002556,NI data zone,15,223,52,28,54,5,123,7
N20002557,NI data zone,2,326,34,61,72,0,73,3
N20002558,NI data zone,6,146,23,26,58,2,73,7
N20002559,NI data zone,17,171,32,27,39,5,82,4
N20002560,NI data zone,162,103,43,3,16,7,44,7
N20002561,NI data zone,287,64,22,5,13,0,38,2
N20002562,NI data zone,278,126,26,5,35,4,73,8
N20002563,NI data zone,64,399,30,20,131,6,87,3
N20002564,NI data zone,43,320,60,18,114,3,95,11
N20002565,NI data zone,21,129,38,4,36,2,53,4
N20002566,NI data zone,21,150,67,14,52,1,84,2
N20002567,NI data zone,9,261,75,16,61,2,130,7
N20002568,NI data zone,31,152,36,3,31,1,73,4
N20002569,NI data zone,43,146,46,15,63,6,50,1
N20002570,NI data zone,73,170,60,9,44,1,60,4
N20002571,NI data zone,7,245,63,13,104,4,58,4
N20002572,NI data zone,16,311,45,18,74,8,71,3
N20002573,NI data zone,20,197,74,9,115,4,66,6
N20002574,NI data zone,32,298,100,8,118,2,86,10
N20002575,NI data zone,1,83,42,1,13,3,30,5
N20002576,NI data zone,12,276,104,12,67,0,87,9
N20002577,NI data zone,320,144,25,1,40,4,48,5
N20002578,NI data zone,29,220,73,13,86,2,106,4
N20002579,NI data zone,22,266,85,11,62,0,106,6
N20002580,NI data zone,97,253,40,2,90,6,46,10
N20002581,NI data zone,179,249,37,7,81,5,66,9
N20002582,NI data zone,46,319,48,9,91,0,109,7
N20002584,NI data zone,167,237,60,5,121,5,79,13
N20002586,NI data zone,121,214,46,3,126,0,94,4
N20002587,NI data zone,178,26,11,2,25,3,84,10
N20002588,NI data zone,308,55,26,6,31,6,106,33
N20002589,NI data zone,343,35,15,0,29,1,78,6
N20002590,NI data zone,293,49,12,5,19,0,84,4
N20002591,NI data zone,126,102,47,2,27,3,54,5
N20002592,NI data zone,209,79,37,5,17,1,85,8
N20002593,NI data zone,404,68,16,8,41,4,100,13
N20002594,NI data zone,238,57,47,6,47,7,81,27
N20002595,NI data zone,153,149,59,24,64,2,112,19
N20002596,NI data zone,153,34,18,2,45,7,70,4
N20002597,NI data zone,133,103,28,7,33,2,79,10
N20002598,NI data zone,277,32,13,0,7,4,50,4
N20002599,NI data zone,101,130,44,9,47,0,69,10
N20002600,NI data zone,72,242,68,24,58,3,90,4
N20002601,NI data zone,190,75,27,2,55,3,90,21
N20002602,NI data zone,284,56,6,1,44,7,70,17
N20002603,NI data zone,122,226,52,16,73,3,104,11
N20002604,NI data zone,408,75,23,3,56,2,114,16
N20002605,NI data zone,271,46,11,1,115,2,80,27
N20002606,NI data zone,189,178,68,19,109,2,146,29
N20002607,NI data zone,40,125,35,19,13,3,51,17
N20002608,NI data zone,81,36,19,4,10,4,53,5
N20002609,NI data zone,62,161,57,6,32,1,78,7
N20002610,NI data zone,74,121,22,11,54,5,75,3
N20002611,NI data zone,192,61,29,2,134,0,111,27
N20002612,NI data zone,297,41,20,1,67,4,62,12
N20002613,NI data zone,170,126,44,2,136,16,129,131
N20002614,NI data zone,154,79,43,5,52,1,55,15
N20002615,NI data zone,82,80,40,6,112,4,136,99
N20002616,NI data zone,106,77,27,2,37,5,89,6
N20002617,NI data zone,95,69,48,0,155,8,156,252
N20002618,NI data zone,70,184,47,6,53,3,47,3
N20002619,NI data zone,38,193,95,11,73,10,143,10
N20002620,NI data zone,59,127,48,4,103,6,123,77
N20002621,NI data zone,53,170,63,22,34,2,76,6
N20002622,NI data zone,23,169,61,9,58,12,103,6
N20002623,NI data zone,29,145,52,12,41,5,61,3
N20002624,NI data zone,99,133,50,16,48,6,89,3
N20002625,NI data zone,14,104,44,2,50,3,88,36
N20002626,NI data zone,4,165,46,8,44,0,92,6
N20002627,NI data zone,16,88,22,7,33,9,48,6
N20002628,NI data zone,75,103,30,9,147,12,128,33
N20002629,NI data zone,32,254,97,9,67,5,124,16
N20002630,NI data zone,57,114,37,1,45,0,66,8
N20002631,NI data zone,22,169,59,7,39,5,88,3
N20002632,NI data zone,41,195,66,4,44,1,102,9
N20002633,NI data zone,79,168,52,7,73,6,94,8
N20002634,NI data zone,70,146,32,11,60,3,141,7
N20002635,NI data zone,49,180,36,7,72,0,62,1
N20002636,NI data zone,24,90,30,7,44,1,71,14
N20002637,NI data zone,46,227,60,21,72,7,112,12
N20002638,NI data zone,54,126,44,1,61,0,97,10
N20002639,NI data zone,262,252,33,4,54,0,64,10
N20002640,NI data zone,601,6,10,1,11,0,79,6
N20002641,NI data zone,433,10,8,0,9,5,18,3
N20002642,NI data zone,348,109,21,4,31,2,66,4
N20002643,NI data zone,256,167,16,1,30,0,38,13
N20002644,NI data zone,9,212,45,0,25,1,60,3
N20002645,NI data zone,41,385,46,17,89,0,92,7
N20002646,NI data zone,295,217,33,15,99,0,71,8
N20002647,NI data zone,66,411,41,9,68,3,116,9
N20002648,NI data zone,28,359,65,9,92,1,127,7
N20002649,NI data zone,99,179,17,1,58,4,43,4
N20002650,NI data zone,37,217,31,5,41,2,67,7
N20002651,NI data zone,28,241,39,7,49,6,71,7
N20002652,NI data zone,37,241,108,6,69,5,124,14
N20002653,NI data zone,27,289,24,28,75,6,72,3
N20002654,NI data zone,11,334,113,14,74,16,103,6
N20002655,NI data zone,236,114,41,9,39,10,91,17
N20002656,NI data zone,13,255,83,7,60,0,63,9
N20002657,NI data zone,10,137,62,0,18,1,47,8
N20002658,NI data zone,160,208,60,5,80,5,84,4
N20002659,NI data zone,15,106,54,2,41,1,57,2
N20002660,NI data zone,18,200,64,6,72,0,53,1
N20002661,NI data zone,23,170,48,10,27,5,74,4
N20002662,NI data zone,45,370,54,5,84,2,84,13
N20002663,NI data zone,149,241,71,6,155,5,112,9
N20002664,NI data zone,104,261,36,18,53,1,101,9
N20002665,NI data zone,9,120,29,10,28,8,60,5
N20002666,NI data zone,62,170,52,15,77,4,93,22
N20002667,NI data zone,37,152,17,8,41,2,84,9
N20002668,NI data zone,63,275,48,14,56,4,105,6
N20002669,NI data zone,27,165,56,6,87,4,131,16
N20002670,NI data zone,35,283,39,6,85,15,73,20
N20002671,NI data zone,47,201,79,17,109,13,196,18
N20002672,NI data zone,16,84,16,2,41,2,51,2
N20002673,NI data zone,8,146,75,1,51,0,153,11
N20002674,NI data zone,82,189,36,14,51,1,55,5
N20002675,NI data zone,19,176,29,5,38,3,43,6
N20002676,NI data zone,61,281,62,8,119,3,131,15
N20002677,NI data zone,39,260,54,4,113,0,93,5
N20002678,NI data zone,29,314,53,10,82,6,142,6
N20002679,NI data zone,11,237,44,5,57,3,85,1
N20002680,NI data zone,12,163,93,2,39,2,100,5
N20002681,NI data zone,32,282,80,7,51,5,144,6
N20002682,NI data zone,24,287,112,3,65,1,161,4
N20002683,NI data zone,14,202,45,10,52,5,108,5
N20002684,NI data zone,24,184,32,7,37,1,65,8
N20002685,NI data zone,196,55,43,6,12,0,39,4
N20002686,NI data zone,326,19,22,6,12,4,23,10
N20002687,NI data zone,502,13,21,4,3,1,44,8
N20002688,NI data zone,370,38,7,0,4,1,29,8
N20002689,NI data zone,168,93,43,7,66,0,91,5
N20002690,NI data zone,211,79,25,9,45,6,38,4
N20002691,NI data zone,279,168,56,6,31,6,93,5
N20002692,NI data zone,140,170,35,14,20,2,88,4
N20002693,NI data zone,65,101,63,7,21,0,82,1
N20002694,NI data zone,124,150,32,17,23,3,79,1
N20002695,NI data zone,111,152,39,35,32,4,83,5
N20002696,NI data zone,137,109,42,21,39,3,65,4
N20002697,NI data zone,140,140,47,18,30,1,69,1
N20002698,NI data zone,177,71,38,11,40,3,99,8
N20002699,NI data zone,116,178,44,36,38,3,106,4
N20002700,NI data zone,111,102,38,15,64,0,86,0
N20002701,NI data zone,120,105,32,5,24,1,79,6
N20002702,NI data zone,51,98,35,15,22,0,77,6
N20002703,NI data zone,63,71,35,10,23,1,44,2
N20002704,NI data zone,42,122,29,24,20,3,65,4
N20002705,NI data zone,69,112,38,21,33,4,118,5
N20002706,NI data zone,79,92,29,8,20,1,61,3
N20002707,NI data zone,56,158,51,6,28,4,94,5
N20002708,NI data zone,57,119,39,22,32,7,72,5
N20002709,NI data zone,39,318,103,16,46,0,179,11
N20002710,NI data zone,86,182,60,28,29,2,143,5
N20002711,NI data zone,93,113,33,23,27,1,86,5
N20002712,NI data zone,51,91,35,21,18,5,69,9
N20002713,NI data zone,84,149,43,37,29,5,105,2
N20002714,NI data zone,61,144,55,10,36,1,89,17
N20002715,NI data zone,157,137,56,27,34,2,87,5
N20002716,NI data zone,156,222,77,39,35,4,237,4
N20002717,NI data zone,92,82,26,7,20,2,63,2
N20002718,NI data zone,140,102,35,16,23,2,116,7
N20002719,NI data zone,60,175,51,10,33,3,99,4
N20002720,NI data zone,170,88,30,13,23,3,69,14
N20002721,NI data zone,80,38,31,0,8,1,32,8
N20002722,NI data zone,59,128,71,16,41,8,82,7
N20002723,NI data zone,46,117,61,14,28,8,129,20
N20002724,NI data zone,74,99,23,9,20,7,78,5
N20002725,NI data zone,45,83,32,7,33,4,61,3
N20002726,NI data zone,138,187,71,24,27,4,90,3
N20002727,NI data zone,117,95,51,2,42,5,99,18
N20002728,NI data zone,105,105,58,17,23,3,94,9
N20002729,NI data zone,36,55,16,3,16,0,19,6
N20002730,NI data zone,80,131,59,25,38,3,103,1
N20002731,NI data zone,99,166,64,22,52,3,162,10
N20002732,NI data zone,70,164,41,14,29,0,99,3
N20002733,NI data zone,121,119,36,13,40,3,103,3
N20002734,NI data zone,45,70,47,9,36,11,57,8
N20002735,NI data zone,92,132,52,23,58,6,131,20
N20002736,NI data zone,57,142,44,16,45,3,73,9
N20002737,NI data zone,126,164,44,15,60,4,146,6
N20002738,NI data zone,83,88,54,17,43,4,134,0
N20002739,NI data zone,25,296,65,19,20,10,174,6
N20002740,NI data zone,54,233,101,25,39,5,141,3
N20002741,NI data zone,14,209,78,13,37,3,110,8
N20002742,NI data zone,61,410,73,27,85,13,169,9
N20002743,NI data zone,22,345,117,26,85,8,269,10
N20002744,NI data zone,37,380,78,22,72,2,187,8
N20002745,NI data zone,16,225,79,12,30,2,160,2
N20002746,NI data zone,13,350,38,47,82,4,127,7
N20002747,NI data zone,23,322,80,17,36,3,123,3
N20002748,NI data zone,22,180,37,22,33,11,147,7
N20002749,NI data zone,16,133,38,12,45,0,119,1
N20002750,NI data zone,14,142,60,9,45,0,91,2
N20002751,NI data zone,27,217,73,27,59,5,153,7
N20002752,NI data zone,9,126,55,7,40,0,93,0
N20002753,NI data zone,18,177,62,7,50,3,108,6
N20002754,NI data zone,34,53,27,12,41,1,127,1
N20002755,NI data zone,54,155,64,37,57,8,120,3
N20002756,NI data zone,42,73,71,22,33,8,128,7
N20002757,NI data zone,67,126,67,13,41,2,166,7
N20002758,NI data zone,37,114,56,16,47,3,136,5
N20002759,NI data zone,24,55,26,19,15,1,77,4
N20002760,NI data zone,60,85,45,12,51,10,191,8
N20002761,NI data zone,66,103,88,30,64,11,190,7
N20002762,NI data zone,99,138,78,26,52,9,217,10
N20002763,NI data zone,18,185,52,23,44,0,119,4
N20002764,NI data zone,40,139,97,38,64,5,159,6
N20002765,NI data zone,43,169,98,28,65,7,175,3
N20002766,NI data zone,13,68,51,29,44,3,84,0
N20002767,NI data zone,27,87,85,15,53,6,130,5
N20002768,NI data zone,37,225,143,72,135,8,204,12
N20002769,NI data zone,45,157,74,33,75,3,172,6
N20002770,NI data zone,51,211,104,32,104,9,189,1
N20002771,NI data zone,26,88,48,15,40,2,106,1
N20002772,NI data zone,3,110,34,29,49,5,143,6
N20002773,NI data zone,24,114,55,40,42,1,108,4
N20002774,NI data zone,38,202,92,43,100,12,268,8
N20002775,NI data zone,41,232,148,42,114,9,179,4
N20002776,NI data zone,22,61,42,20,42,2,81,4
N20002777,NI data zone,21,128,77,34,52,0,112,2
N20002778,NI data zone,43,218,98,27,79,3,206,15
N20002779,NI data zone,25,129,63,26,41,7,143,13
N20002780,NI data zone,32,154,86,37,64,4,169,18
N20002781,NI data zone,21,174,82,31,82,3,194,6
N20002782,NI data zone,13,125,60,15,35,6,99,13
N20002783,NI data zone,18,117,78,20,54,2,93,4
N20002784,NI data zone,18,100,38,37,29,5,126,8
N20002785,NI data zone,16,109,66,17,50,6,85,0
N20002786,NI data zone,49,133,94,33,62,10,120,5
N20002787,NI data zone,32,97,47,32,40,1,143,8
N20002788,NI data zone,27,142,59,19,55,4,121,11
N20002789,NI data zone,63,129,104,37,39,6,126,6
N20002790,NI data zone,42,109,70,24,49,11,230,4
N20002791,NI data zone,22,101,44,30,33,12,115,6
N20002792,NI data zone,47,121,71,34,62,4,115,6
N20002793,NI data zone,25,90,43,34,33,2,57,15
N20002794,NI data zone,23,113,55,31,40,2,158,15
N20002795,NI data zone,29,144,67,19,52,3,152,29
N20002796,NI data zone,42,87,44,19,36,18,156,7
N20002797,NI data zone,51,97,55,23,40,8,205,11
N20002798,NI data zone,49,70,43,17,29,17,151,16
N20002799,NI data zone,95,133,51,22,40,6,155,3
N20002800,NI data zone,57,116,79,27,60,16,150,8
N20002801,NI data zone,22,75,28,15,31,5,34,3
N20002802,NI data zone,18,421,72,43,152,9,189,10
N20002803,NI data zone,27,144,60,34,34,10,125,7
N20002804,NI data zone,37,201,107,52,61,9,143,8
N20002805,NI data zone,31,132,91,36,63,4,122,2
N20002806,NI data zone,31,127,76,18,54,5,155,11
N20002807,NI data zone,16,81,68,31,34,2,51,1
N20002808,NI data zone,39,204,135,34,77,0,159,7
N20002809,NI data zone,32,267,79,34,86,5,134,6
N20002810,NI data zone,18,117,69,25,48,4,137,3
N20002811,NI data zone,24,110,43,38,43,0,92,6
N20002812,NI data zone,5,84,33,16,35,0,80,3
N20002813,NI data zone,11,131,65,33,51,2,165,7
N20002814,NI data zone,64,148,119,69,66,7,149,13
N20002815,NI data zone,5,77,46,18,26,2,108,5
N20002816,NI data zone,11,77,51,31,31,2,136,5
N20002817,NI data zone,18,105,72,28,31,6,141,10
N20002818,NI data zone,20,142,84,39,39,0,176,8
N20002819,NI data zone,20,168,86,37,48,0,181,15
N20002820,NI data zone,38,115,71,18,30,2,97,5
N20002821,NI data zone,26,133,132,27,68,4,228,11
N20002822,NI data zone,41,113,89,41,83,9,202,3
N20002823,NI data zone,62,194,101,29,79,4,218,3
N20002824,NI data zone,34,68,27,7,17,7,81,0
N20002825,NI data zone,83,241,99,29,72,4,184,10
N20002826,NI data zone,38,177,84,33,72,3,166,4
N20002827,NI data zone,51,130,42,19,80,1,158,3
N20002828,NI data zone,32,42,61,30,53,8,150,1
N20002829,NI data zone,26,79,111,51,92,19,177,9
N20002830,NI data zone,60,97,59,34,62,18,158,5
N20002831,NI data zone,26,68,51,36,25,6,95,6
N20002832,NI data zone,60,165,51,17,77,4,157,6
N20002833,NI data zone,24,77,63,34,47,2,143,12
N20002834,NI data zone,19,63,86,28,50,0,100,1
N20002835,NI data zone,60,108,92,29,95,15,221,7
N20002836,NI data zone,102,135,63,23,47,9,178,9
N20002838,NI data zone,588,206,59,1,54,1,92,14
